0,0,0,0,0,0,0,0,0,0
-0.007302909,-0.021418624,-0.03223376,-0.005168116,-0.003920239,-0.006179755,-0.019828696,-0.001688257,-0.024097405,-0.00393769
-0.005477182,0.002211412,-0.019409576,-0.01290379,0.007018383,0.000121165,-0.007972705,-0.003507609,0.003945597,0.007623367
0.018355256,-0.010526997,-0.013704014,-0.014283274,0.022447955,0.008116693,-0.010698984,0.004527597,-0.011967975,-0.011390949
-0.037311465,-0.028495142,-0.02266228,-0.010276829,-0.030247666,-0.02224575,-0.019536119,-0.026193555,-0.024568321,-0.032156747
-0.012012567,-0.017016057,-0.030420778,-0.014019258,-0.003529574,-0.018351378,-0.011949083,-0.038446203,-0.032533515,-0.037877426
0.011300567,0.026996108,0.01247092,0.02546436,0.023073018,0.010063879,0.026704239,0.0207323,0.038076863,0.017288033
-0.026468147,-0.005320894,-0.025781676,-0.020276442,-0.005822608,-0.02533392,-0.020174468,-0.010398125,-0.011678698,-0.016973017
-0.012587394,-0.000819151,0.018676385,0.021847337,-0.012175161,0.002895159,0.018764781,-0.017803432,-0.005058975,-0.010099386
-0.026389763,0.002091557,-0.019449569,-0.003348055,-0.013010845,-0.015796123,-0.002924101,-0.017458107,-0.023182485,-0.003474617
-0.002345031,-0.008609314,-0.017729903,-0.017279858,0.011624834,-0.009694939,-0.013684592,0.000217627,-0.028577829,0.0145411
0.006963239,-0.002864707,0.008191748,0.0114253,-0.000607654,0.020237073,0.007354305,0.000378699,0.007487553,0.006275102
-0.000187186,0.015192907,0.016796749,0.0163294,-0.004480758,0.01627438,0.017993445,0.027779493,0.037350308,0.019140322
-0.017114153,-0.003534883,-0.020822637,0.001943819,-0.015110245,-0.013220371,-0.004288903,0.019044045,-0.001453951,0.014604103
-0.007531533,0.002695897,0.003665957,-0.012309753,-0.000659884,-0.008594949,-0.005382739,0.0150792,-0.010185224,0.006949235
-0.009393187,-0.020702869,-0.002046271,-0.021622924,-0.016278842,-0.021535199,-0.027502174,-0.012610764,-0.002505942,-0.013885869
-0.003798427,-0.03214144,-0.019062977,-0.010191024,0.001274757,0.011191198,-0.026651043,-0.02446693,-0.015284563,-0.025705237
0.011026218,0.017799335,0.022688942,0.028038517,0.011040534,0.018638331,0.020121271,0.041720398,0.030838221,0.056047499
-0.009171096,-0.00153786,-0.025715023,-0.019814413,0.014525946,-0.011423494,-0.009974193,-0.011293413,0.004692334,-0.003559671
0.010608162,0.010466225,0.012544239,0.001491691,0.002704082,0.013042733,0.00401295,0.019709116,0.005314615,0.020929608
-0.022679519,0.004635525,-0.002227902,0.004861197,-0.023833966,0.000552984,-0.005356141,-0.012674714,0.004685607,-0.010408102
0.008759572,0.006867194,0.015956912,-0.000558972,-0.000992799,-0.017244557,0.004903978,-0.002346932,0.001363972,0.014893917
0.025070274,0.004139223,0.004262508,0.010567247,0.021918008,0.037713926,0.006948688,0.016102387,0.000504132,0.01328104
-0.020510854,-0.004243886,-0.006608721,-0.007781876,-0.017488206,-0.025812177,-0.010951663,0.008006428,0.007339551,0.008076989
-0.00482397,-0.004145976,-0.001231428,0.003090639,0.009165342,0.02723328,-0.003746972,-0.001908881,-0.003478046,-0.013243238
-0.03657987,-0.014126028,-0.015556989,-0.018877156,-0.014621064,-0.020086765,-0.008817187,-0.014017644,-0.01792169,-0.015486145
0.02675556,0.007535682,0.031540561,0.016131388,0.006552982,0.019157581,0.026651043,0.014721085,0.011813246,0.012613207
0.011294034,0.003227649,-0.003181051,0.0048975,0.004596259,-0.002336624,-0.000711077,0.000832138,0.003094586,-0.002134228
-0.021281645,-0.013484549,-0.019076308,-0.016118187,-0.022244129,-0.020141423,-0.014256447,-0.017010463,-0.005936896,-0.016418591
0.003078261,-0.006519445,-0.013837322,0.002016424,0.005187353,-0.004147165,-0.013046244,0.00410873,-0.012674347,-0.000311274
-0.016722225,-0.006860442,-0.009331527,-0.005943664,-0.003271395,0.006435963,-0.009043268,0.008626735,-0.019011522,0.001782986
0.015115324,0.019419912,0.008545013,0.016580215,0.009579787,0.01918491,0.022927344,0.008460467,0.022550113,-0.005985288
0.009040453,0.002930543,0.012544239,-0.005369429,0.012168367,-0.024309086,0.000749727,-0.007130326,-0.005126249,-0.010849122
-0.018838633,-0.017097086,-0.003959234,-0.031444326,-0.025464568,-0.041403331,-0.021411268,-0.030158401,-0.019697713,-0.01391107
-0.014383727,-0.047077756,-0.019916145,-0.034612518,-0.023983438,-0.014921597,-0.034417614,-0.02225429,-0.044131488,-0.00540881
0.010405666,0.006549831,-0.007091961,0.005649946,0.014186237,-0.001482595,0.000905158,0.02151248,0.000218849,0.012770715
-0.017584465,-0.005280379,-0.030074179,-0.004798494,0.002646331,-0.004307723,-0.005223152,0.00038929,-0.017988963,0.003669927
0.000579726,0.006327002,0.002216238,0.007161438,-0.002085812,-0.003979776,0.009701565,0.019171944,-0.008981027,0.007358755
-0.008374177,-0.010128605,-0.016676772,-0.005999767,-0.018398626,0.002809756,0.000556892,-0.001359718,-0.02467596,-0.012096583
0.001026359,-0.001168166,0.013557376,0.003643423,0.014580299,0.01208622,0.008338425,-0.00315429,-0.006182445,-0.016796609
-0.027879085,-0.015854642,-0.014943775,-0.006478297,0.0022166,-0.016834622,-0.005662017,-0.022024073,-0.008234289,-0.013759863
0.029629692,0.012525707,0.008345052,0.004128553,0.015382012,0.017777471,0.007600335,0.030414196,0.008086287,0.018913511
-0.00857014,0.007711244,0.020102777,0.015999379,-0.002812788,0.010883748,0.00277615,-0.019530058,0.000141275,-0.023764744
0.013730515,0.022458494,0.015250382,0.014006058,0.006084184,0.020592351,0.010519449,0.012655529,0.004107054,0.015675155
0.014801783,0.000830124,-0.021089252,-0.004224258,0.032720745,-0.000119564,-0.002388819,0.034327883,0.003451136,0.01266991
-0.00745968,-0.004392438,0.00552893,-0.013583631,-0.022393601,0.007078194,-0.010672387,-0.015987277,-0.002706081,-0.003984942
-0.004768447,0.02517296,0.029274333,0.02498913,0.011020152,0.006903972,0.019655809,0.012872956,0.014706011,0.008581013
0.004869695,-0.00823118,0.001426391,-0.015035721,0.004103682,0.000488078,0.003500942,-0.009924902,-0.016616581,-0.015498746
-0.012097485,-0.022769103,-0.012857512,-0.00556084,-0.013085581,-0.018692989,-0.015666133,-0.003015201,-0.006777816,-0.017741654
-0.017388502,-0.015935672,-0.012137651,-0.007359451,-0.025070505,-0.007542785,-0.00561547,-0.015590793,-0.007965195,-0.020110568
0.020079734,0.006330378,0.015090412,0.01159691,0.016537022,0.005192497,0.00376692,0.010826584,0.016455125,0.00581203
0.011182988,-0.013423777,-0.005208992,-0.005253922,0.004249756,-0.005124175,-0.013332171,0.004911291,-0.008294836,0.008013986
-0.028061984,0.006019767,-0.003715948,0.006910623,-0.013561173,0.007242167,0.00306374,-0.00056555,-0.007541372,-0.006709823
